,Artist,Year,AlbumArtist,Album,AlbumURL,Credits
420,Adrian Belew,1981,Jerry Harrison,The Red and the Black,https://www.allmusic.com/album/the-red-and-the-black-mw0000846336,Guitar
421,Adrian Belew,1981,David Byrne,The Catherine Wheel,https://www.allmusic.com/album/the-catherine-wheel-mw0000196850,"Guest Artist, Guitar, Guitar (Steel), Drums (Steel), Sound Effects, Beats"
422,Adrian Belew,1981,Herbie Hancock,Magic Windows,https://www.allmusic.com/album/magic-windows-mw0000532689,"Guitar, Composer"
423,Adrian Belew,1981,Ryuichi Sakamoto,Left Handed Dream,https://www.allmusic.com/album/left-handed-dream-mw0000542985,"Guitar, Drums, Performer, Effects, Composer"
424,Adrian Belew,1981,Tom Tom Club,Genius of Love,https://www.allmusic.com/album/genius-of-love-mw0000973936,Guitar
425,Adrian Belew,1981,Garland Jeffreys,Escape Artist,https://www.allmusic.com/album/escape-artist-mw0000310354,"Guitar, Bagpipes"
426,Adrian Belew,1981,King Crimson,Discipline,https://www.allmusic.com/album/discipline-mw0000196148,"Member of Attributed Artist, Vocals, Guitar, Composer"
427,Adrian Belew,1981,David Bowie,Changestwobowie,https://www.allmusic.com/album/changestwobowie-mw0000836700,Guitar
428,Adrian Belew,1981,David Bowie,Another Face,https://www.allmusic.com/album/another-face-mw0000852105,Guitar
429,Adrian Belew,1980,Talking Heads,Remain in Light,https://www.allmusic.com/album/remain-in-light-mw0000192118,"Guest Artist, Additional Personnel, Guitar"
430,Adrian Belew,1979,Frank Zappa,Tiny Nightmares,https://www.allmusic.com/album/tiny-nightmares-mw0001013571,Guitar
431,Adrian Belew,1979,Frank Zappa,Sheik Yerbouti,https://www.allmusic.com/album/sheik-yerbouti-mw0000204098,"Guest Artist, Vocals, Guitar, Guitar (Rhythm)"
432,Adrian Belew,1979,David Bowie,Lodger,https://www.allmusic.com/album/lodger-mw0000251982,"Guest Artist, Main Personnel, Guitar, Mandolin, Guitar (Rhythm)"
433,Adrian Belew,1978,Frank Zappa,Wax Flags,https://www.allmusic.com/album/wax-flags-mw0001892195,Guitar (Electric)
434,Adrian Belew,1978,David Bowie,Stage,https://www.allmusic.com/album/stage-mw0000193055,"Guest Artist, Main Personnel, Guitar, Vocals (Background)"
435,Adrian Belew,1977,Fleetwood Mac,Rumours,https://www.allmusic.com/album/rumours-mw0000193833,Composer
436,Adrian Belew,1972,Paul Simon,Paul Simon,https://www.allmusic.com/album/paul-simon-mw0000197568,Guest Artist
437,Adrian Belew,1969,The Music Emporium,The Music Emporium,https://www.allmusic.com/album/the-music-emporium-mw0000012821,Composer
438,Adrian Belew,1963,Bill Wolfer,Caught in the Blue Light,https://www.allmusic.com/album/caught-in-the-blue-light-mw0000310993,Composer
439,Adrian Belew,1960,Debbie Reynolds,Am I That Easy to Forget?,https://www.allmusic.com/album/am-i-that-easy-to-forget-mw0003365894,Composer
440,Adrian Belew,?,Edensong,Years In the Garden of Years,https://www.allmusic.com/album/years-in-the-garden-of-years-mw0002969502,Vocals
441,Adrian Belew,?,UniKuE,UniKuE,https://www.allmusic.com/album/unikue-mw0003137340,"Composer, Ukulele"
442,Adrian Belew,?,Kevin Max,Unholy Triad,https://www.allmusic.com/album/unholy-triad-mw0002160880,Primary Artist
443,Adrian Belew,?,The Mastelottos,Too Much Happiness: A Romantic's Guide to King Crimson,https://www.allmusic.com/album/too-much-happiness-a-romantics-guide-to-king-crimson-mw0003474362,Composer
444,Adrian Belew,?,Various,The Many Faces of King Crimson,https://www.allmusic.com/album/the-many-faces-of-king-crimson-mw0002956256,Primary Artist
445,Adrian Belew,?,Various,The Many Faces of David Bowie,https://www.allmusic.com/album/the-many-faces-of-david-bowie-mw0002911224,Primary Artist
446,Adrian Belew,?,Various,The Everlasting Songs: An All Star Tribute to Pink Floyd,https://www.allmusic.com/album/the-everlasting-songs-an-all-star-tribute-to-pink-floyd-mw0002807705,"Primary Artist, Vocals"
447,Adrian Belew,?,Various,The  Time Is Now!,https://www.allmusic.com/album/the-time-is-now%21-mw0002988792,Composer
448,Adrian Belew,?,David Bowie,Suffragette City,https://www.allmusic.com/album/suffragette-city-mw0002227283,"Guitar, Vocals (Background)"
449,Adrian Belew,?,Various,"Smooth Rock: Yacht Rock, Easy Listening and Rock Ballads",https://www.allmusic.com/album/smooth-rock-yacht-rock-easy-listening-and-rock-ballads-mw0003389514,"Guitar, Guitar (Synthesizer)"
450,Adrian Belew,?,Various,Smash Hits: Punk and New Wave,https://www.allmusic.com/album/smash-hits-punk-and-new-wave-mw0003061843,"Guitar, Guitar (Synthesizer)"
451,Adrian Belew,?,Talking Heads,"Saratogo Psycho: US, 1973",https://www.allmusic.com/album/saratogo-psycho-us-1973-mw0002844788,Composer
452,Adrian Belew,?,Various,Roots of Pink Floyd,https://www.allmusic.com/album/roots-of-pink-floyd-mw0002825437,Primary Artist
453,Adrian Belew,?,Adrian Belew,Piper,https://www.allmusic.com/album/piper-mw0002966042,"Primary Artist, Composer"
454,Adrian Belew,?,Party Tyme Karaoke,Party Tyme Karaoke: Variety Female Hits 1,https://www.allmusic.com/album/party-tyme-karaoke-variety-female-hits-1-mw0003314815,Composer
455,Adrian Belew,?,Raphaël Haroche / Raphaël,Pacific 231,https://www.allmusic.com/album/pacific-231-mw0002042092,"Choeurs, Guitar, Vocals (Background)"
456,Adrian Belew,?,The Crimson Projekct,Official Bootleg Live 2012,https://www.allmusic.com/album/official-bootleg-live-2012-mw0002557269,"Vocals, Guitar, Group Member, Composer"
457,Adrian Belew,?,Troy Jones,New Peace,https://www.allmusic.com/album/new-peace-mw0002777913,Primary Artist
458,Adrian Belew,?,Nonch Harpin',Native Sons,https://www.allmusic.com/album/native-sons-mw0003015382,Composer
459,Adrian Belew,?,Joe Dolan,Make Me an Island: The Pye Anthology,https://www.allmusic.com/album/make-me-an-island-the-pye-anthology-mw0002272262,Composer
460,Adrian Belew,?,The Crimson Projekct,Live in Tokyo,https://www.allmusic.com/album/live-in-tokyo-mw0002616350,"Vocals, Guitar, Featured Artist"
461,Adrian Belew,?,David Bowie,Live in Berlin [1978],https://www.allmusic.com/album/live-in-berlin-1978-mw0003110901,"Guitar, Vocals (Background)"
462,Adrian Belew,?,Various,"Hits of Mariah Carey, Vol. 1",https://www.allmusic.com/album/hits-of-mariah-carey-vol-1-mw0000447551,Composer
463,Adrian Belew,?,Frank Zappa,Halloween in The Big Apple,https://www.allmusic.com/album/halloween-in-the-big-apple-mw0002828984,"Vocals, Guitar"
464,Adrian Belew,?,Various,Guitar Monsters of Rock,https://www.allmusic.com/album/guitar-monsters-of-rock-mw0002719341,Primary Artist
465,Adrian Belew,?,Tim Reynolds / TR3,From Space and Beyond,https://www.allmusic.com/album/from-space-and-beyond-mw0002331018,Composer
466,Adrian Belew,?,Various,Dubstep Side of the Moon,https://www.allmusic.com/album/dubstep-side-of-the-moon-mw0002577640,Vocals
467,Adrian Belew,?,Delta Saxophone Quartet,Crimson!,https://www.allmusic.com/album/crimson%21-mw0002907692,Composer
468,Adrian Belew,?,Various,Classic Rock [Rhino],https://www.allmusic.com/album/classic-rock-rhino-mw0003382310,"Guitar, Guitar (Synthesizer)"
469,Adrian Belew,?,Various,"Billboard Karaoke: Top 10 Box Set, Vol. 7",https://www.allmusic.com/album/billboard-karaoke-top-10-box-set-vol-7-mw0003200151,"Composer, Composer/Lyricist"
470,Adrian Belew,?,Various,"Billboard 90s, Vol. 7",https://www.allmusic.com/album/billboard-90s-vol-7-mw0003200328,Composer/Lyricist
471,Adrian Belew,?,Various,"A Little on the CD Side, Vol. 5",https://www.allmusic.com/album/a-little-on-the-cd-side-vol-5-mw0001445188,Primary Artist
472,Adrian Belew,?,Various,80s Smash Hits [Rhino],https://www.allmusic.com/album/80s-smash-hits-rhino-mw0003384999,"Guitar, Guitar (Synthesizer)"
473,Adrian Belew,?,Various,80s Party: Ultimate Eighties Throwback Classics,https://www.allmusic.com/album/80s-party-ultimate-eighties-throwback-classics-mw0003382306,"Guitar, Guitar (Synthesizer)"
474,Adrian Belew,?,Various,"60s, 70s, 80s, 90s Oldies",https://www.allmusic.com/album/60s-70s-80s-90s-oldies-mw0003402232,"Guitar, Guitar (Synthesizer)"
475,Adrian Belew,?,Various,100 Greatest Golden Oldies,https://www.allmusic.com/album/100-greatest-golden-oldies-mw0003397231,"Guitar, Guitar (Synthesizer)"
476,Adrian Belew,?,Various,100 Greatest 80s: Ultimate 80s Throwback Anthems,https://www.allmusic.com/album/100-greatest-80s-ultimate-80s-throwback-anthems-mw0003397237,"Guitar, Guitar (Synthesizer)"
